VIT Branch,Subject Branch,CGPA,Placement got
Chennai,B.Tech CSE (Education Technology),6.06,No
Vellore,B.Tech Computer Science & Engineering,9.29,Yes
Vellore,B.Tech CSE (AI & ML),9.59,Yes
Vellore,B.Tech Computer Science & Engineering,6.93,No
Vellore,M.Tech CSE (Cyber Security),9.67,No
Vellore,B.Tech Computer Science & Engineering,7.03,No
Chennai,B.Tech Mechanical Engineering,9.74,No
Vellore,B.Tech Computer Science & Engineering,6.05,No
Vellore,B.Tech Computer Science & Engineering,8.35,Yes
Vellore,B.Tech Computer Science & Engineering,8.28,No
AP,B.Tech Electronics & Communication Engineering,8.02,Yes
Bhopal,B.Tech Computer Science & Engineering,5.02,No
Vellore,M.Tech VLSI Design,9.15,Yes
Chennai,B.Tech CSE (Education Technology),9.08,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),5.08,No
Vellore,B.Tech Computer Science & Engineering,9.13,Yes
Chennai,B.Tech ECE (AI & Cybernetics),7.23,No
Chennai,B.Tech Computer Science & Engineering,9.18,No
Vellore,B.Tech Computer Science & Engineering,7.29,No
Bhopal,B.Tech CSE (AI & ML),8.92,Yes
AP,B.Tech Computer Science & Engineering,7.8,No
Bhopal,B.Tech Computer Science & Engineering,7.86,No
Vellore,B.Tech Computer Science & Engineering,9.93,Yes
AP,B.Tech Computer Science & Engineering,6.93,No
Chennai,B.Tech Computer Science & Engineering,5.53,No
Bhopal,B.Tech CSE (Cloud Computing & Automation),5.76,No
AP,B.Tech Electronics & Communication Engineering,8.19,Yes
Vellore,B.Tech Computer Science & Engineering,9.39,Yes
Vellore,B.Tech Computer Science & Engineering,7.44,No
Vellore,B.Tech Computer Science & Engineering,7.1,No
AP,B.Tech Computer Science & Engineering,6.88,No
Vellore,B.Tech Computer Science & Engineering,9.73,Yes
Chennai,B.Tech Computer Science & Engineering,6.04,No
Chennai,B.Tech Computer Science & Engineering,9.54,No
AP,B.Tech Computer Science & Engineering,6.34,No
Chennai,B.Tech Computer Science & Engineering,8.05,Yes
Vellore,B.Tech Computer Science & Engineering,6.51,No
Vellore,B.Tech Computer Science & Engineering,8.91,No
Vellore,B.Tech Electronics & Communication Engineering,7.8,No
Bhopal,B.Tech Computer Science & Engineering,7.21,No
Chennai,B.Tech Computer Science & Engineering,8.65,No
Vellore,B.Tech ECE (AI & Cybernetics),7.95,No
Vellore,M.Tech VLSI Design,9.87,No
Vellore,B.Tech Computer Science & Engineering,8.56,No
AP,Other,9.41,Yes
Vellore,B.Tech CSE (Education Technology),7.19,No
Chennai,B.Tech Computer Science & Engineering,9.76,No
Bhopal,B.Tech Computer Science & Engineering,5.98,No
Bhopal,M.Tech CSE (Cyber Security),8.29,Yes
Chennai,B.Tech Computer Science & Engineering,6.48,No
AP,B.Tech Computer Science & Engineering,9.86,Yes
Vellore,B.Tech Computer Science & Engineering,7.11,No
Vellore,B.Tech Computer Science & Engineering,6.22,No
Bhopal,B.Tech CSE (Education Technology),5.97,No
Chennai,B.Tech Computer Science & Engineering,6.42,No
Chennai,B.Tech Computer Science & Engineering,8.84,Yes
Bhopal,M.Tech VLSI Design,8.97,Yes
Vellore,B.Tech Computer Science & Engineering,8.53,Yes
Vellore,B.Tech Computer Science & Engineering,9.08,Yes
AP,B.Tech Computer Science & Engineering,6.23,No
Chennai,Other,7.05,No
Bhopal,B.Tech Computer Science & Engineering,7.73,No
Chennai,B.Tech Mechanical Engineering,5.86,No
Vellore,B.Tech Computer Science & Engineering,6.08,No
Bhopal,B.Tech Computer Science & Engineering,7.19,No
Vellore,B.Tech Electronics & Communication Engineering,8.17,No
AP,B.Tech CSE (Cloud Computing & Automation),9.12,No
Vellore,B.Tech Computer Science & Engineering,8.34,Yes
Chennai,B.Tech Computer Science & Engineering,9.16,Yes
Vellore,M.Tech VLSI Design,6.33,No
Bhopal,B.Tech CSE (E-Commerce Technology),5.98,No
Vellore,B.Tech Computer Science & Engineering,9.35,Yes
Vellore,B.Tech Computer Science & Engineering,7.87,No
AP,B.Tech CSE (AI & ML),9.72,No
Vellore,B.Tech Computer Science & Engineering,9.36,No
Chennai,B.Tech Computer Science & Engineering,5.37,No
Vellore,B.Tech Computer Science & Engineering,7.97,No
Chennai,B.Tech Computer Science & Engineering,9.81,No
Vellore,B.Tech Computer Science & Engineering,9.16,No
AP,B.Tech Computer Science & Engineering,9.21,No
Chennai,B.Tech Electronics & Communication Engineering,6.18,No
Vellore,B.Tech Computer Science & Engineering,7.89,No
Bhopal,B.Tech Computer Science & Engineering,9.31,Yes
Chennai,B.Tech Computer Science & Engineering,7.79,No
Chennai,B.Tech Computer Science & Engineering,7.51,No
Vellore,B.Tech Computer Science & Engineering,6.2,No
Chennai,B.Tech Computer Science & Engineering,8.3,Yes
Vellore,B.Tech Computer Science & Engineering,6.7,No
AP,B.Tech CSE (Health Informatics),7.54,No
Bhopal,B.Tech Computer Science & Engineering,7.29,No
Chennai,B.Tech Computer Science & Engineering,8.51,No
Chennai,B.Tech Computer Science & Engineering,7.97,No
Vellore,B.Tech Computer Science & Engineering,5.51,No
Chennai,B.Tech Computer Science & Engineering,5.69,No
Chennai,B.Tech CSE (AI & ML),9.53,Yes
Chennai,B.Tech Mechanical Eng (AI & Robotics),5.44,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),9.72,No
AP,B.Tech Electronics & Communication Engineering,6.59,No
Vellore,B.Tech Computer Science & Engineering,5.2,No
Vellore,B.Tech Electronics & Communication Engineering,6.87,No
AP,B.Tech Mechanical Engineering,6.02,No
AP,B.Tech CSE (Education Technology),5.42,No
Vellore,B.Tech Mechanical Engineering,6.47,No
Chennai,B.Tech Computer Science & Engineering,5.96,No
Vellore,M.Tech VLSI Design,8.05,Yes
Chennai,B.Tech CSE (Health Informatics),5.2,No
Vellore,B.Tech Computer Science & Engineering,8.43,Yes
AP,B.Tech Computer Science & Engineering,6.09,No
AP,B.Tech CSE (E-Commerce Technology),5.92,No
Bhopal,B.Tech Computer Science & Engineering,8.08,No
Vellore,B.Tech Computer Science & Engineering,7.35,No
Vellore,B.Tech Computer Science & Engineering,7.22,No
Vellore,M.Tech VLSI Design,8.01,No
Chennai,B.Tech Computer Science & Engineering,9.22,Yes
Vellore,B.Tech Computer Science & Engineering,5.34,No
Bhopal,B.Tech Computer Science & Engineering,8.16,No
Vellore,B.Tech CSE (Cloud Computing & Automation),7.93,No
AP,B.Tech Computer Science & Engineering,8.49,Yes
Chennai,B.Tech CSE (Cloud Computing & Automation),8.8,Yes
Chennai,B.Tech Computer Science & Engineering,7.37,No
Chennai,B.Tech CSE (E-Commerce Technology),7.85,No
Chennai,B.Tech Computer Science & Engineering,6.78,No
AP,B.Tech Computer Science & Engineering,9.8,Yes
Chennai,B.Tech Electronics & Communication Engineering,7.32,No
Bhopal,B.Tech Computer Science & Engineering,5.25,No
Chennai,B.Tech Computer Science & Engineering,6.49,No
Bhopal,B.Tech Computer Science & Engineering,9.07,No
AP,B.Tech Computer Science & Engineering,6.13,No
AP,B.Tech Electronics & Communication Engineering,7.87,No
Bhopal,B.Tech CSE (AI & ML),7.5,No
Vellore,B.Tech Computer Science & Engineering,6.26,No
Vellore,B.Tech Electronics & Communication Engineering,7.89,No
Bhopal,B.Tech Mechanical Eng (AI & Robotics),8.5,No
Vellore,B.Tech Computer Science & Engineering,7.13,No
Chennai,B.Tech Computer Science & Engineering,7.47,No
Vellore,B.Tech Computer Science & Engineering,6.88,No
Vellore,B.Tech Computer Science & Engineering,9.72,No
Chennai,M.Tech VLSI Design,9.83,Yes
Vellore,B.Tech Computer Science & Engineering,7.8,No
Chennai,B.Tech Computer Science & Engineering,5.22,No
Chennai,B.Tech CSE (AI & ML),6.7,No
AP,B.Tech Computer Science & Engineering,7.87,No
Chennai,B.Tech Electronics & Communication Engineering,9.64,No
Vellore,B.Tech CSE (E-Commerce Technology),6.62,No
Vellore,B.Tech Computer Science & Engineering,6.32,No
Chennai,B.Tech Computer Science & Engineering,6.57,No
Vellore,M.Tech VLSI Design,7.93,No
AP,B.Tech CSE (AI & ML),9.96,Yes
Vellore,B.Tech Computer Science & Engineering,8.95,Yes
Chennai,B.Tech CSE (Cyber Security & Digital Forensics),7.55,No
Chennai,B.Tech Computer Science & Engineering,8.25,Yes
Bhopal,B.Tech Computer Science & Engineering,8.72,No
Bhopal,B.Tech Computer Science & Engineering,9.55,No
Chennai,B.Tech CSE (Education Technology),5.32,No
Vellore,B.Tech Computer Science & Engineering,6.52,No
Vellore,B.Tech CSE (Education Technology),6.27,No
Vellore,B.Tech Computer Science & Engineering,7.62,No
AP,B.Tech Computer Science & Engineering,7.95,No
Bhopal,B.Tech Mechanical Eng (AI & Robotics),5.57,No
AP,B.Tech Computer Science & Engineering,8.04,Yes
Chennai,B.Tech Computer Science & Engineering,5.56,No
Chennai,B.Tech Computer Science & Engineering,9.12,No
Chennai,B.Tech Computer Science & Engineering,7.62,No
Vellore,B.Tech Computer Science & Engineering,7.84,No
Vellore,B.Tech Computer Science & Engineering,7.86,No
Vellore,B.Tech Computer Science & Engineering,8.53,No
Bhopal,B.Tech Computer Science & Engineering,5.12,No
Vellore,B.Tech Computer Science & Engineering,8.5,Yes
AP,B.Tech Computer Science & Engineering,5.06,No
Vellore,B.Tech ECE (AI & Cybernetics),6.02,No
Vellore,B.Tech Computer Science & Engineering,7.13,No
Vellore,B.Tech CSE (Health Informatics),9.7,No
Vellore,B.Tech Computer Science & Engineering,5.72,No
Vellore,B.Tech Computer Science & Engineering,9.5,No
AP,B.Tech Computer Science & Engineering,5.4,No
Vellore,B.Tech CSE (Health Informatics),8.83,Yes
Vellore,B.Tech Computer Science & Engineering,8.33,No
Chennai,B.Tech CSE (E-Commerce Technology),6.11,No
Vellore,B.Tech Computer Science & Engineering,5.39,No
Chennai,B.Tech Computer Science & Engineering,8.24,Yes
Vellore,B.Tech Computer Science & Engineering,5.97,No
Vellore,B.Tech Computer Science & Engineering,8.62,No
Chennai,B.Tech Computer Science & Engineering,6.66,No
Chennai,M.Tech AI & Data Science,5.37,No
Chennai,B.Tech Computer Science & Engineering,7.68,No
Bhopal,B.Tech Computer Science & Engineering,6.85,No
Vellore,M.Tech CSE (Cyber Security),5.89,No
Vellore,B.Tech CSE (E-Commerce Technology),8.13,Yes
Chennai,B.Tech CSE (Health Informatics),7.61,No
Chennai,B.Tech Computer Science & Engineering,8.68,Yes
Bhopal,B.Tech Computer Science & Engineering,6.38,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),5.44,No
Vellore,B.Tech Electronics & Communication Engineering,9.97,No
AP,M.Tech AI & Data Science,9.01,Yes
Chennai,B.Tech CSE (AI & ML),9.57,Yes
Vellore,B.Tech Computer Science & Engineering,6.16,No
Vellore,B.Tech Computer Science & Engineering,9.27,Yes
Chennai,B.Tech Computer Science & Engineering,8.63,Yes
Vellore,B.Tech Computer Science & Engineering,8.8,Yes
AP,B.Tech Computer Science & Engineering,9.14,Yes
Chennai,B.Tech CSE (Education Technology),8.28,No
Vellore,B.Tech Computer Science & Engineering,9.84,Yes
Vellore,B.Tech Computer Science & Engineering,7.67,No
AP,B.Tech CSE (Health Informatics),7.89,No
Vellore,B.Tech Computer Science & Engineering,8.24,No
Chennai,B.Tech CSE (Education Technology),7.83,No
Bhopal,B.Tech Computer Science & Engineering,5.85,No
Bhopal,B.Tech Electronics & Communication Engineering,5.14,No
AP,B.Tech Computer Science & Engineering,6.46,No
Bhopal,B.Tech Computer Science & Engineering,9.98,No
Bhopal,B.Tech CSE (Education Technology),5.11,No
Vellore,B.Tech Computer Science & Engineering,6.05,No
AP,B.Tech Computer Science & Engineering,9.05,Yes
Vellore,B.Tech Computer Science & Engineering,8.67,Yes
Vellore,B.Tech Mechanical Engineering,8.77,Yes
Chennai,B.Tech Computer Science & Engineering,5.49,No
Vellore,B.Tech Computer Science & Engineering,5.75,No
Vellore,B.Tech Computer Science & Engineering,5.6,No
Chennai,B.Tech CSE (AI & ML),8.55,Yes
Vellore,B.Tech Computer Science & Engineering,5.9,No
Bhopal,B.Tech CSE (Education Technology),8.86,Yes
Vellore,B.Tech Electronics & Communication Engineering,6.34,No
AP,B.Tech Computer Science & Engineering,5.53,No
Vellore,B.Tech Mechanical Engineering,9.9,Yes
Bhopal,B.Tech Computer Science & Engineering,6.48,No
Vellore,B.Tech Computer Science & Engineering,8.35,Yes
Vellore,B.Tech Computer Science & Engineering,9.98,Yes
Vellore,B.Tech ECE (AI & Cybernetics),5.99,No
Bhopal,B.Tech Mechanical Eng (AI & Robotics),7.63,No
Vellore,B.Tech ECE (AI & Cybernetics),8.84,Yes
Vellore,B.Tech Computer Science & Engineering,9.7,Yes
AP,B.Tech Mechanical Eng (AI & Robotics),7.92,No
Vellore,B.Tech Computer Science & Engineering,7.66,No
Vellore,B.Tech CSE (AI & ML),7.06,No
Vellore,B.Tech Computer Science & Engineering,8.18,No
AP,B.Tech Computer Science & Engineering,5.83,No
Vellore,B.Tech Computer Science & Engineering,7.18,No
AP,B.Tech Computer Science & Engineering,9.91,Yes
AP,M.Tech CSE (Cyber Security),8.8,Yes
Chennai,B.Tech CSE (AI & ML),7.84,No
Vellore,B.Tech Computer Science & Engineering,7.1,No
Bhopal,B.Tech Computer Science & Engineering,6.86,No
Chennai,B.Tech Computer Science & Engineering,8.85,Yes
Vellore,M.Tech AI & Data Science,5.2,No
Chennai,B.Tech CSE (Education Technology),9.93,No
AP,B.Tech CSE (Cloud Computing & Automation),9.51,No
Chennai,B.Tech Computer Science & Engineering,7.51,No
Chennai,B.Tech Mechanical Engineering,6.44,No
Vellore,B.Tech Computer Science & Engineering,7.43,No
Bhopal,B.Tech Computer Science & Engineering,8.2,Yes
AP,B.Tech Mechanical Engineering,9.56,Yes
AP,B.Tech Electronics & Communication Engineering,7.97,No
Vellore,B.Tech Computer Science & Engineering,8.93,Yes
Chennai,B.Tech CSE (Education Technology),5.47,No
AP,B.Tech CSE (Health Informatics),6.7,No
Chennai,B.Tech Computer Science & Engineering,8.62,Yes
Vellore,B.Tech Electronics & Communication Engineering,7.94,No
Vellore,B.Tech CSE (Education Technology),8.21,Yes
Chennai,B.Tech Computer Science & Engineering,7.85,No
AP,B.Tech Computer Science & Engineering,6.39,No
Bhopal,B.Tech Computer Science & Engineering,9.34,No
Chennai,B.Tech Computer Science & Engineering,9.81,No
Vellore,B.Tech Computer Science & Engineering,5.03,No
Vellore,B.Tech Computer Science & Engineering,5.18,No
Vellore,B.Tech ECE (AI & Cybernetics),7.83,No
Vellore,B.Tech Computer Science & Engineering,7.74,No
AP,B.Tech CSE (Cloud Computing & Automation),7.51,No
Vellore,B.Tech Computer Science & Engineering,8.47,Yes
Vellore,B.Tech CSE (AI & ML),9.52,No
Vellore,B.Tech CSE (E-Commerce Technology),8.9,No
AP,B.Tech Mechanical Engineering,9.48,No
AP,B.Tech Mechanical Engineering,9.62,Yes
Vellore,B.Tech Computer Science & Engineering,9.3,No
AP,B.Tech CSE (Health Informatics),8.98,Yes
Vellore,B.Tech Computer Science & Engineering,9.57,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),9.01,No
Vellore,Other,9.56,No
AP,B.Tech Computer Science & Engineering,5.42,No
Vellore,B.Tech Computer Science & Engineering,6.76,No
AP,B.Tech CSE (E-Commerce Technology),5.89,No
Chennai,B.Tech CSE (AI & ML),9.32,No
Chennai,B.Tech CSE (AI & ML),7.99,No
Bhopal,B.Tech Electronics & Communication Engineering,6.83,No
Chennai,B.Tech CSE (AI & ML),5.53,No
Chennai,B.Tech Mechanical Engineering,7.08,No
Vellore,B.Tech Computer Science & Engineering,7.59,No
AP,B.Tech Computer Science & Engineering,5.63,No
Vellore,M.Tech CSE (Cyber Security),6.55,No
AP,B.Tech Computer Science & Engineering,8.49,Yes
Bhopal,B.Tech CSE (Health Informatics),8.68,No
Bhopal,B.Tech Computer Science & Engineering,9.76,Yes
AP,B.Tech Computer Science & Engineering,7.53,No
Chennai,B.Tech Computer Science & Engineering,5.9,No
AP,B.Tech Computer Science & Engineering,8.27,Yes
Chennai,B.Tech Computer Science & Engineering,7.42,No
Vellore,B.Tech Computer Science & Engineering,7.38,No
AP,B.Tech ECE (AI & Cybernetics),7.45,No
Vellore,B.Tech CSE (AI & ML),7.33,No
Vellore,B.Tech CSE (AI & ML),7.34,No
Vellore,B.Tech Computer Science & Engineering,9.8,No
Vellore,B.Tech Computer Science & Engineering,8.57,Yes
Vellore,B.Tech Electronics & Communication Engineering,9.53,Yes
AP,B.Tech Electronics & Communication Engineering,6.67,No
AP,B.Tech Computer Science & Engineering,6.41,No
Vellore,M.Tech VLSI Design,6.42,No
Chennai,B.Tech Computer Science & Engineering,5.73,No
Vellore,B.Tech CSE (Health Informatics),9.81,No
Chennai,B.Tech Computer Science & Engineering,6.01,No
AP,B.Tech Computer Science & Engineering,5.01,No
Vellore,B.Tech Computer Science & Engineering,6.18,No
Chennai,B.Tech Computer Science & Engineering,7.8,No
Chennai,B.Tech Computer Science & Engineering,7.85,No
Chennai,B.Tech Mechanical Engineering,6.8,No
Chennai,B.Tech Computer Science & Engineering,9.86,No
Vellore,B.Tech Computer Science & Engineering,6.11,No
Vellore,B.Tech Computer Science & Engineering,7.54,No
Bhopal,B.Tech Mechanical Engineering,9.2,No
AP,B.Tech CSE (AI & ML),9.67,Yes
Bhopal,B.Tech Mechanical Eng (AI & Robotics),9.47,Yes
Vellore,B.Tech Computer Science & Engineering,8.1,No
Vellore,B.Tech ECE (AI & Cybernetics),7.96,No
Bhopal,B.Tech Computer Science & Engineering,5.92,No
Chennai,B.Tech Computer Science & Engineering,5.93,No
Chennai,B.Tech Computer Science & Engineering,9.43,No
Chennai,B.Tech Computer Science & Engineering,9.57,No
Vellore,B.Tech Computer Science & Engineering,5.5,No
AP,B.Tech Computer Science & Engineering,9.52,No
Vellore,B.Tech Computer Science & Engineering,5.94,No
Chennai,B.Tech Computer Science & Engineering,6.02,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),5.96,No
Vellore,B.Tech Computer Science & Engineering,5.46,No
AP,B.Tech CSE (Education Technology),6.49,No
Bhopal,B.Tech Computer Science & Engineering,6.02,No
Bhopal,B.Tech CSE (AI & ML),6.35,No
Vellore,B.Tech Electronics & Communication Engineering,8.03,No
Vellore,B.Tech Computer Science & Engineering,9.31,No
Bhopal,B.Tech Electronics & Communication Engineering,8.28,No
Vellore,B.Tech Computer Science & Engineering,8.24,No
Vellore,B.Tech CSE (AI & ML),6.73,No
Chennai,B.Tech CSE (AI & ML),6.71,No
AP,B.Tech Computer Science & Engineering,5.39,No
Vellore,B.Tech Computer Science & Engineering,8.74,Yes
Vellore,B.Tech Computer Science & Engineering,5.07,No
Vellore,B.Tech Computer Science & Engineering,5.69,No
Chennai,B.Tech Computer Science & Engineering,5.04,No
Chennai,B.Tech Computer Science & Engineering,9.58,Yes
Bhopal,B.Tech Electronics & Communication Engineering,7.35,No
AP,B.Tech Computer Science & Engineering,7.3,No
AP,B.Tech Computer Science & Engineering,6.63,No
Chennai,B.Tech Computer Science & Engineering,9.09,Yes
Vellore,M.Tech VLSI Design,7.79,No
Vellore,B.Tech Computer Science & Engineering,9.83,Yes
Vellore,B.Tech Computer Science & Engineering,9.88,No
Vellore,B.Tech Computer Science & Engineering,9.34,Yes
Vellore,M.Tech AI & Data Science,9.44,No
Vellore,B.Tech CSE (Health Informatics),9.08,No
Chennai,B.Tech Computer Science & Engineering,7.28,No
Vellore,B.Tech Mechanical Engineering,9.78,No
Vellore,M.Tech VLSI Design,6.87,No
Bhopal,B.Tech Computer Science & Engineering,7.21,No
Vellore,B.Tech Computer Science & Engineering,7.91,No
Vellore,B.Tech CSE (Health Informatics),9.94,Yes
Vellore,B.Tech Computer Science & Engineering,6.61,No
Bhopal,B.Tech Computer Science & Engineering,9.43,Yes
Vellore,B.Tech CSE (Health Informatics),9.84,No
Chennai,B.Tech Computer Science & Engineering,6.09,No
Vellore,B.Tech Computer Science & Engineering,8.94,Yes
Chennai,B.Tech Computer Science & Engineering,5.51,No
Chennai,B.Tech Computer Science & Engineering,9.6,Yes
AP,B.Tech Electronics & Communication Engineering,9.68,No
Chennai,Other,8.9,Yes
Vellore,B.Tech Computer Science & Engineering,6.09,No
Vellore,B.Tech Computer Science & Engineering,7.95,No
Chennai,B.Tech Computer Science & Engineering,7.49,No
Vellore,B.Tech Computer Science & Engineering,7.41,No
AP,B.Tech Computer Science & Engineering,9.36,No
Vellore,B.Tech Electronics & Communication Engineering,8.96,Yes
AP,B.Tech CSE (E-Commerce Technology),6.89,No
Vellore,B.Tech CSE (Education Technology),5.29,No
